11:58:07 - CPU: 3.7% | Memory: 3.1% (1.6 GB)
12:31:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:47 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:48 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:51 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:52 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:56 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:57 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:02 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:32:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:05 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:12 - CPU: 5.8% | Memory: 3.1% (1.6 GB)
12:32:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:18 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:22 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:32:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:27 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:32:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:34 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:37 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:32:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:48 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:32:53 - CPU: 5.7% | Memory: 3.1% (1.6 GB)
12:32:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:55 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:32:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:32:58 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:32:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:03 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:09 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:33:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:15 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:16 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:33:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:18 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:33:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:20 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:23 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:33:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:28 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:33:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:33 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:33:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:37 - CPU: 6.7% | Memory: 3.1% (1.6 GB)
12:33:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:47 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:53 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:33:54 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:33:55 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:33:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:33:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:00 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:01 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:34:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:03 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:34:04 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:06 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:10 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:18 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:34:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:23 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:34:24 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:31 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:34:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:33 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:34:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:43 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:34:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:46 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:48 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:34:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:50 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:34:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:53 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:34:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:34:58 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:34:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:00 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:02 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:03 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:35:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:08 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:35:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:13 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:35:14 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:24 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:26 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:27 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:35 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:38 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:39 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:42 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:44 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:35:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:35:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:35:48 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:35:50 - CPU: 12.3% | Memory: 3.2% (1.7 GB)
12:35:51 - CPU: 12.5% | Memory: 3.2% (1.7 GB)
12:35:52 - CPU: 12.7% | Memory: 3.2% (1.7 GB)
12:35:53 - CPU: 8.2% | Memory: 3.2% (1.7 GB)
12:35:54 - CPU: 6.2% | Memory: 3.2% (1.7 GB)
12:35:55 - CPU: 10.4% | Memory: 3.2% (1.7 GB)
12:35:56 - CPU: 8.0% | Memory: 3.2% (1.7 GB)
12:35:57 - CPU: 12.0% | Memory: 3.2% (1.7 GB)
12:35:58 - CPU: 12.5% | Memory: 3.2% (1.7 GB)
12:35:59 - CPU: 12.4% | Memory: 3.2% (1.7 GB)
12:36:00 - CPU: 7.8% | Memory: 3.2% (1.7 GB)
12:36:01 - CPU: 8.0% | Memory: 3.2% (1.7 GB)
12:36:02 - CPU: 12.5% | Memory: 3.2% (1.7 GB)
12:36:03 - CPU: 6.7% | Memory: 3.2% (1.7 GB)
12:36:04 - CPU: 6.2% | Memory: 3.2% (1.7 GB)
12:36:05 - CPU: 11.9% | Memory: 3.2% (1.7 GB)
12:36:06 - CPU: 7.9% | Memory: 3.2% (1.7 GB)
12:36:07 - CPU: 6.5% | Memory: 3.2% (1.7 GB)
12:36:08 - CPU: 12.6% | Memory: 3.2% (1.7 GB)
12:36:09 - CPU: 12.4% | Memory: 3.2% (1.7 GB)
12:36:10 - CPU: 12.5% | Memory: 3.2% (1.7 GB)
12:36:11 - CPU: 12.5% | Memory: 3.2% (1.7 GB)
12:36:12 - CPU: 12.6% | Memory: 3.2% (1.7 GB)
12:36:13 - CPU: 8.7% | Memory: 3.2% (1.7 GB)
12:36:14 - CPU: 9.3% | Memory: 3.2% (1.7 GB)
12:36:15 - CPU: 12.5% | Memory: 3.2% (1.7 GB)
12:36:16 - CPU: 12.4% | Memory: 3.2% (1.7 GB)
12:36:17 - CPU: 12.3% | Memory: 3.2% (1.7 GB)
12:36:18 - CPU: 12.7% | Memory: 3.2% (1.7 GB)
12:36:19 - CPU: 11.7% | Memory: 3.2% (1.7 GB)
12:36:20 - CPU: 8.2% | Memory: 3.2% (1.6 GB)
12:36:21 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:22 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:23 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:36:24 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:36:25 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:36:26 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:27 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:28 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:36:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:36:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:36:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:36:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:36:34 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:36:35 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:36:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:36:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:36:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:36:39 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:36:40 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:41 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:36:42 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:36:43 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:44 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:45 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:46 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:36:47 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:48 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:36:49 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:36:50 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:36:51 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:36:52 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:53 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:36:54 - CPU: 5.9% | Memory: 3.2% (1.6 GB)
12:36:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:36:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:36:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:36:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:36:59 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:37:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:03 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:04 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:37:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:07 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:09 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:37:10 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:14 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:37:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:17 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:19 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:37:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:24 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:25 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:29 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:37:30 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:39 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:37:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:43 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:44 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:37:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:49 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:37:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:51 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:54 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:37:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:56 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:37:57 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:37:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:37:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:00 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:04 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:38:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:06 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:09 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:38:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:12 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:15 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:18 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:19 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:38:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:24 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:38:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
